time,setpoint,velocity,error,control
5.850,100.00,102.1078,-1.7427,12.0000
5.860,100.00,101.7328,-2.1078,8.3357
5.870,100.00,102.0981,-1.7328,12.0000
5.880,100.00,101.7229,-2.0981,8.3339
5.890,100.00,102.0885,-1.7229,12.0000
5.900,100.00,101.7131,-2.0885,8.3322
5.910,100.00,102.0789,-1.7131,12.0000
5.920,100.00,101.7034,-2.0789,8.3304
5.930,100.00,102.0693,-1.7034,12.0000
5.940,100.00,101.6937,-2.0693,8.3287
5.950,100.00,102.0598,-1.6937,12.0000
5.960,100.00,101.6840,-2.0598,8.3271
5.970,100.00,102.0503,-1.6840,12.0000
5.980,100.00,101.6744,-2.0503,8.3254
5.990,100.00,102.0409,-1.6744,12.0000
6.000,100.00,101.6649,-2.0409,8.3237
6.010,100.00,102.0316,-1.6649,12.0000
6.020,100.00,101.6553,-2.0316,8.3221
6.030,100.00,102.0222,-1.6553,12.0000
6.040,100.00,101.6459,-2.0222,8.3204
6.050,100.00,102.0130,-1.6459,12.0000
6.060,100.00,101.6365,-2.0130,8.3188
6.070,100.00,102.0037,-1.6365,12.0000
6.080,100.00,101.6271,-2.0037,8.3172
6.090,100.00,101.9945,-1.6271,12.0000
6.100,100.00,101.6178,-1.9945,8.3156
6.110,100.00,101.9854,-1.6178,12.0000
6.120,100.00,101.6085,-1.9854,8.3139
6.130,100.00,101.9763,-1.6085,12.0000
6.140,100.00,101.5993,-1.9763,8.3123
6.150,100.00,101.9673,-1.5993,12.0000
6.160,100.00,101.5901,-1.9673,8.3108
6.170,100.00,101.9583,-1.5901,12.0000
6.180,100.00,101.5809,-1.9583,8.3092
6.190,100.00,101.9493,-1.5809,12.0000
6.200,100.00,101.5719,-1.9493,8.3076
6.210,100.00,101.9404,-1.5719,12.0000
6.220,100.00,101.5628,-1.9404,8.3060
6.230,100.00,101.9316,-1.5628,12.0000
6.240,100.00,101.5538,-1.9316,8.3045
6.250,100.00,101.9227,-1.5538,12.0000
6.260,100.00,101.5449,-1.9227,8.3029
6.270,100.00,101.9140,-1.5449,12.0000
6.280,100.00,101.5360,-1.9140,8.3014
6.290,100.00,101.9053,-1.5360,12.0000
6.300,100.00,101.5271,-1.9053,8.2998
6.310,100.00,101.8966,-1.5271,12.0000
6.320,100.00,101.5183,-1.8966,8.2983
6.330,100.00,101.8879,-1.5183,12.0000
6.340,100.00,101.5095,-1.8879,8.2968
6.350,100.00,101.8793,-1.5095,12.0000
6.360,100.00,101.5008,-1.8793,8.2953
6.370,100.00,101.8708,-1.5008,12.0000
6.380,100.00,101.4921,-1.8708,8.2938
6.390,100.00,101.8623,-1.4921,12.0000
6.400,100.00,101.4835,-1.8623,8.2923
6.410,100.00,101.8538,-1.4835,12.0000
6.420,100.00,101.4749,-1.8538,8.2908
6.430,100.00,101.8454,-1.4749,12.0000
6.440,100.00,101.4664,-1.8454,8.2893
6.450,100.00,101.8370,-1.4664,12.0000
6.460,100.00,101.4579,-1.8370,8.2878
6.470,100.00,101.8287,-1.4579,12.0000
6.480,100.00,101.4494,-1.8287,8.2864
6.490,100.00,101.8204,-1.4494,12.0000
6.500,100.00,101.4410,-1.8204,8.2849
6.510,100.00,101.8122,-1.4410,12.0000
6.520,100.00,101.4326,-1.8122,8.2834
6.530,100.00,101.8040,-1.4326,12.0000
6.540,100.00,101.4243,-1.8040,8.2820
6.550,100.00,101.7958,-1.4243,12.0000
6.560,100.00,101.4160,-1.7958,8.2806
6.570,100.00,101.7877,-1.4160,12.0000
6.580,100.00,101.4077,-1.7877,8.2791
6.590,100.00,101.7796,-1.4077,12.0000
6.600,100.00,101.3995,-1.7796,8.2777
6.610,100.00,101.7715,-1.3995,12.0000
6.620,100.00,101.3914,-1.7715,8.2763
6.630,100.00,101.7635,-1.3914,12.0000
6.640,100.00,101.3832,-1.7635,8.2749
6.650,100.00,101.7556,-1.3832,12.0000
6.660,100.00,101.3752,-1.7556,8.2735
6.670,100.00,101.7477,-1.3752,12.0000
6.680,100.00,101.3671,-1.7477,8.2721
6.690,100.00,101.7398,-1.3671,12.0000
6.700,100.00,101.3591,-1.7398,8.2707
6.710,100.00,101.7320,-1.3591,12.0000
6.720,100.00,101.3512,-1.7320,8.2693
6.730,100.00,101.7242,-1.3512,12.0000
6.740,100.00,101.3433,-1.7242,8.2680
6.750,100.00,101.7164,-1.3433,12.0000
6.760,100.00,101.3354,-1.7164,8.2666
6.770,100.00,101.7087,-1.3354,12.0000
6.780,100.00,101.3275,-1.7087,8.2652
6.790,100.00,101.7010,-1.3275,12.0000
6.800,100.00,101.3198,-1.7010,8.2639
6.810,100.00,101.6934,-1.3198,12.0000
6.820,100.00,101.3120,-1.6934,8.2625
6.830,100.00,101.6858,-1.3120,12.0000
6.840,100.00,101.3043,-1.6858,8.2612
6.850,100.00,101.6782,-1.3043,12.0000
6.860,100.00,101.2966,-1.6782,8.2599
6.870,100.00,101.6707,-1.2966,12.0000
6.880,100.00,101.2890,-1.6707,8.2585
6.890,100.00,101.6632,-1.2890,12.0000
6.900,100.00,101.2814,-1.6632,8.2572
6.910,100.00,101.6557,-1.2814,12.0000
6.920,100.00,101.2738,-1.6557,8.2559
6.930,100.00,101.6483,-1.2738,12.0000
6.940,100.00,101.2663,-1.6483,8.2546
6.950,100.00,101.6410,-1.2663,12.0000
6.960,100.00,101.2588,-1.6410,8.2533
6.970,100.00,101.6336,-1.2588,12.0000
6.980,100.00,101.2514,-1.6336,8.2520
6.990,100.00,101.6263,-1.2514,12.0000
7.000,100.00,101.2439,-1.6263,8.2507
7.010,100.00,101.6191,-1.2439,12.0000
7.020,100.00,101.2366,-1.6191,8.2495
7.030,100.00,101.6118,-1.2366,12.0000
7.040,100.00,101.2292,-1.6118,8.2482
7.050,100.00,101.6047,-1.2292,12.0000
7.060,100.00,101.2220,-1.6047,8.2469
7.070,100.00,101.5975,-1.2220,12.0000
7.080,100.00,101.2147,-1.5975,8.2457
7.090,100.00,101.5904,-1.2147,12.0000
7.100,100.00,101.2075,-1.5904,8.2444
7.110,100.00,101.5833,-1.2075,12.0000
7.120,100.00,101.2003,-1.5833,8.2432
7.130,100.00,101.5763,-1.2003,12.0000
7.140,100.00,101.1931,-1.5763,8.2419
7.150,100.00,101.5693,-1.1931,12.0000
7.160,100.00,101.1860,-1.5693,8.2407
7.170,100.00,101.5623,-1.1860,12.0000
7.180,100.00,101.1790,-1.5623,8.2395
7.190,100.00,101.5554,-1.1790,12.0000
7.200,100.00,101.1719,-1.5554,8.2382
7.210,100.00,101.5485,-1.1719,12.0000
7.220,100.00,101.1649,-1.5485,8.2370
7.230,100.00,101.5416,-1.1649,12.0000
7.240,100.00,101.1579,-1.5416,8.2358
7.250,100.00,101.5348,-1.1579,12.0000
7.260,100.00,101.1510,-1.5348,8.2346
7.270,100.00,101.5280,-1.1510,12.0000
7.280,100.00,101.1441,-1.5280,8.2334
7.290,100.00,101.5212,-1.1441,12.0000
7.300,100.00,101.1373,-1.5212,8.2322
7.310,100.00,101.5145,-1.1373,12.0000
7.320,100.00,101.1304,-1.5145,8.2310
7.330,100.00,101.5078,-1.1304,12.0000
7.340,100.00,101.1236,-1.5078,8.2299
7.350,100.00,101.5012,-1.1236,12.0000
7.360,100.00,101.1169,-1.5012,8.2287
7.370,100.00,101.4945,-1.1169,12.0000
7.380,100.00,101.1102,-1.4945,8.2275
7.390,100.00,101.4880,-1.1102,12.0000
7.400,100.00,101.1035,-1.4880,8.2264
7.410,100.00,101.4814,-1.1035,12.0000
7.420,100.00,101.0968,-1.4814,8.2252
7.430,100.00,101.4749,-1.0968,12.0000
7.440,100.00,101.0902,-1.4749,8.2241
7.450,100.00,101.4684,-1.0902,12.0000
7.460,100.00,101.0836,-1.4684,8.2229
7.470,100.00,101.4619,-1.0836,12.0000
7.480,100.00,101.0771,-1.4619,8.2218
7.490,100.00,101.4555,-1.0771,12.0000
7.500,100.00,101.0705,-1.4555,8.2207
7.510,100.00,101.4491,-1.0705,12.0000
7.520,100.00,101.0641,-1.4491,8.2195
7.530,100.00,101.4428,-1.0641,12.0000
7.540,100.00,101.0576,-1.4428,8.2184
7.550,100.00,101.4365,-1.0576,12.0000
7.560,100.00,101.0512,-1.4365,8.2173
7.570,100.00,101.4302,-1.0512,12.0000
7.580,100.00,101.0448,-1.4302,8.2162
7.590,100.00,101.4239,-1.0448,12.0000
7.600,100.00,101.0384,-1.4239,8.2151
7.610,100.00,101.4177,-1.0384,12.0000
7.620,100.00,101.0321,-1.4177,8.2140
7.630,100.00,101.4115,-1.0321,12.0000
7.640,100.00,101.0258,-1.4115,8.2129
7.650,100.00,101.4053,-1.0258,12.0000
7.660,100.00,101.0196,-1.4053,8.2118
7.670,100.00,101.3992,-1.0196,12.0000
7.680,100.00,101.0133,-1.3992,8.2107
7.690,100.00,101.3931,-1.0133,12.0000
7.700,100.00,101.0072,-1.3931,8.2097
7.710,100.00,101.3870,-1.0072,12.0000
7.720,100.00,101.0010,-1.3870,8.2086
7.730,100.00,101.3810,-1.0010,12.0000
7.740,100.00,100.9949,-1.3810,8.2075
7.750,100.00,101.3750,-0.9949,12.0000
7.760,100.00,100.9888,-1.3750,8.2065
7.770,100.00,101.3690,-0.9888,12.0000
7.780,100.00,100.9827,-1.3690,8.2054
7.790,100.00,101.3630,-0.9827,12.0000
7.800,100.00,100.9767,-1.3630,8.2044
7.810,100.00,101.3571,-0.9767,12.0000
7.820,100.00,100.9706,-1.3571,8.2033
7.830,100.00,101.3512,-0.9706,12.0000
7.840,100.00,100.9647,-1.3512,8.2023
7.850,100.00,101.3454,-0.9647,12.0000
7.860,100.00,100.9587,-1.3454,8.2013
7.870,100.00,101.3395,-0.9587,12.0000
7.880,100.00,100.9528,-1.3395,8.2002
7.890,100.00,101.3337,-0.9528,12.0000
7.900,100.00,100.9469,-1.3337,8.1992
7.910,100.00,101.3280,-0.9469,12.0000
7.920,100.00,100.9411,-1.3280,8.1982
7.930,100.00,101.3222,-0.9411,12.0000
7.940,100.00,100.9352,-1.3222,8.1972
7.950,100.00,101.3165,-0.9352,12.0000
7.960,100.00,100.9294,-1.3165,8.1962
7.970,100.00,101.3109,-0.9294,12.0000
7.980,100.00,100.9237,-1.3109,8.1952
7.990,100.00,101.3052,-0.9237,12.0000
8.000,100.00,100.9179,-1.3052,8.1942
8.010,100.00,101.2996,-0.9179,12.0000
8.020,100.00,100.9122,-1.2996,8.1932
8.030,100.00,101.2940,-0.9122,12.0000
8.040,100.00,100.9065,-1.2940,8.1922
8.050,100.00,101.2884,-0.9065,12.0000
8.060,100.00,100.9009,-1.2884,8.1912
8.070,100.00,101.2829,-0.9009,12.0000
8.080,100.00,100.8953,-1.2829,8.1903
8.090,100.00,101.2774,-0.8953,12.0000
8.100,100.00,100.8897,-1.2774,8.1893
8.110,100.00,101.2719,-0.8897,12.0000
8.120,100.00,100.8841,-1.2719,8.1883
8.130,100.00,101.2664,-0.8841,12.0000
8.140,100.00,100.8786,-1.2664,8.1874
8.150,100.00,101.2610,-0.8786,12.0000
8.160,100.00,100.8731,-1.2610,8.1864
8.170,100.00,101.2556,-0.8731,12.0000
8.180,100.00,100.8676,-1.2556,8.1855
8.190,100.00,101.2502,-0.8676,12.0000
8.200,100.00,100.8621,-1.2502,8.1845
8.210,100.00,101.2449,-0.8621,12.0000
8.220,100.00,100.8567,-1.2449,8.1836
8.230,100.00,101.2396,-0.8567,12.0000
8.240,100.00,100.8513,-1.2396,8.1827
8.250,100.00,101.2343,-0.8513,12.0000
8.260,100.00,100.8460,-1.2343,8.1817
8.270,100.00,101.2290,-0.8460,12.0000
8.280,100.00,100.8406,-1.2290,8.1808
8.290,100.00,101.2238,-0.8406,12.0000
8.300,100.00,100.8353,-1.2238,8.1799
8.310,100.00,101.2186,-0.8353,12.0000
8.320,100.00,100.8300,-1.2186,8.1790
8.330,100.00,101.2134,-0.8300,12.0000
8.340,100.00,100.8248,-1.2134,8.1780
8.350,100.00,101.2083,-0.8248,12.0000
8.360,100.00,100.8195,-1.2083,8.1771
8.370,100.00,101.2031,-0.8195,12.0000
8.380,100.00,100.8143,-1.2031,8.1762
8.390,100.00,101.1980,-0.8143,12.0000
8.400,100.00,100.8091,-1.1980,8.1753
8.410,100.00,101.1930,-0.8091,12.0000
8.420,100.00,100.8040,-1.1930,8.1744
8.430,100.00,101.1879,-0.8040,12.0000
8.440,100.00,100.7989,-1.1879,8.1736
8.450,100.00,101.1829,-0.7989,12.0000
8.460,100.00,100.7938,-1.1829,8.1727
8.470,100.00,101.1779,-0.7938,12.0000
8.480,100.00,100.7887,-1.1779,8.1718
8.490,100.00,101.1729,-0.7887,12.0000
8.500,100.00,100.7836,-1.1729,8.1709
8.510,100.00,101.1680,-0.7836,12.0000
8.520,100.00,100.7786,-1.1680,8.1700
8.530,100.00,101.1630,-0.7786,12.0000
8.540,100.00,100.7736,-1.1630,8.1692
8.550,100.00,101.1581,-0.7736,12.0000
8.560,100.00,100.7686,-1.1581,8.1683
8.570,100.00,101.1533,-0.7686,12.0000
8.580,100.00,100.7637,-1.1533,8.1675
8.590,100.00,101.1484,-0.7637,12.0000
8.600,100.00,100.7588,-1.1484,8.1666
8.610,100.00,101.1436,-0.7588,12.0000
8.620,100.00,100.7539,-1.1436,8.1658
8.630,100.00,101.1388,-0.7539,12.0000
8.640,100.00,100.7490,-1.1388,8.1649
8.650,100.00,101.1340,-0.7490,12.0000
8.660,100.00,100.7441,-1.1340,8.1641
8.670,100.00,101.1293,-0.7441,12.0000
8.680,100.00,100.7393,-1.1293,8.1632
8.690,100.00,101.1245,-0.7393,12.0000
8.700,100.00,100.7345,-1.1245,8.1624
8.710,100.00,101.1198,-0.7345,12.0000
8.720,100.00,100.7298,-1.1198,8.1616
8.730,100.00,101.1152,-0.7298,12.0000
8.740,100.00,100.7250,-1.1152,8.1607
8.750,100.00,101.1105,-0.7250,12.0000
8.760,100.00,100.7203,-1.1105,8.1599
8.770,100.00,101.1059,-0.7203,12.0000
8.780,100.00,100.7156,-1.1059,8.1591
8.790,100.00,101.1013,-0.7156,12.0000
8.800,100.00,100.7109,-1.1013,8.1583
8.810,100.00,101.0967,-0.7109,12.0000
8.820,100.00,100.7063,-1.0967,8.1575
8.830,100.00,101.0921,-0.7063,12.0000
8.840,100.00,100.7016,-1.0921,8.1567
8.850,100.00,101.0876,-0.7016,12.0000
8.860,100.00,100.6970,-1.0876,8.1559
8.870,100.00,101.0831,-0.6970,12.0000
8.880,100.00,100.6924,-1.0831,8.1551
8.890,100.00,101.0786,-0.6924,12.0000
8.900,100.00,100.6879,-1.0786,8.1543
8.910,100.00,101.0741,-0.6879,12.0000
8.920,100.00,100.6833,-1.0741,8.1535
8.930,100.00,101.0697,-0.6833,12.0000
8.940,100.00,100.6788,-1.0697,8.1527
8.950,100.00,101.0653,-0.6788,12.0000
8.960,100.00,100.6743,-1.0653,8.1520
8.970,100.00,101.0609,-0.6743,12.0000
8.980,100.00,100.6699,-1.0609,8.1512
8.990,100.00,101.0565,-0.6699,12.0000
9.000,100.00,100.6654,-1.0565,8.1504
9.010,100.00,101.0521,-0.6654,12.0000
9.020,100.00,100.6610,-1.0521,8.1496
9.030,100.00,101.0478,-0.6610,12.0000
9.040,100.00,100.6566,-1.0478,8.1489
9.050,100.00,101.0435,-0.6566,12.0000
9.060,100.00,100.6522,-1.0435,8.1481
9.070,100.00,101.0392,-0.6522,12.0000
9.080,100.00,100.6479,-1.0392,8.1474
9.090,100.00,101.0349,-0.6479,12.0000
9.100,100.00,100.6435,-1.0349,8.1466
9.110,100.00,101.0307,-0.6435,12.0000
9.120,100.00,100.6392,-1.0307,8.1459
9.130,100.00,101.0265,-0.6392,12.0000
9.140,100.00,100.6349,-1.0265,8.1451
9.150,100.00,101.0223,-0.6349,12.0000
9.160,100.00,100.6307,-1.0223,8.1444
9.170,100.00,101.0181,-0.6307,12.0000
9.180,100.00,100.6264,-1.0181,8.1437
9.190,100.00,101.0139,-0.6264,12.0000
9.200,100.00,100.6222,-1.0139,8.1429
9.210,100.00,101.0098,-0.6222,12.0000
9.220,100.00,100.6180,-1.0098,8.1422
9.230,100.00,101.0057,-0.6180,12.0000
9.240,100.00,100.6138,-1.0057,8.1415
9.250,100.00,101.0016,-0.6138,12.0000
9.260,100.00,100.6097,-1.0016,8.1407
9.270,100.00,100.9975,-0.6097,12.0000
9.280,100.00,100.6055,-0.9975,8.1400
9.290,100.00,100.9934,-0.6055,12.0000
9.300,100.00,100.6014,-0.9934,8.1393
9.310,100.00,100.9894,-0.6014,12.0000
9.320,100.00,100.5973,-0.9894,8.1386
9.330,100.00,100.9854,-0.5973,12.0000
9.340,100.00,100.5933,-0.9854,8.1379
9.350,100.00,100.9814,-0.5933,12.0000
9.360,100.00,100.5892,-0.9814,8.1372
9.370,100.00,100.9774,-0.5892,12.0000
9.380,100.00,100.5852,-0.9774,8.1365
9.390,100.00,100.9735,-0.5852,12.0000
9.400,100.00,100.5812,-0.9735,8.1358
9.410,100.00,100.9695,-0.5812,12.0000
9.420,100.00,100.5772,-0.9695,8.1351
9.430,100.00,100.9656,-0.5772,12.0000
9.440,100.00,100.5732,-0.9656,8.1344
9.450,100.00,100.9617,-0.5732,12.0000
9.460,100.00,100.5692,-0.9617,8.1337
9.470,100.00,100.9579,-0.5692,12.0000
9.480,100.00,100.5653,-0.9579,8.1331
9.490,100.00,100.9540,-0.5653,12.0000
9.500,100.00,100.5614,-0.9540,8.1324
9.510,100.00,100.9502,-0.5614,12.0000
9.520,100.00,100.5575,-0.9502,8.1317
9.530,100.00,100.9464,-0.5575,12.0000
9.540,100.00,100.5536,-0.9464,8.1310
9.550,100.00,100.9426,-0.5536,12.0000
9.560,100.00,100.5498,-0.9426,8.1304
9.570,100.00,100.9388,-0.5498,12.0000
9.580,100.00,100.5460,-0.9388,8.1297
9.590,100.00,100.9350,-0.5460,12.0000
9.600,100.00,100.5421,-0.9350,8.1290
9.610,100.00,100.9313,-0.5421,12.0000
9.620,100.00,100.5384,-0.9313,8.1284
9.630,100.00,100.9276,-0.5384,12.0000
9.640,100.00,100.5346,-0.9276,8.1277
9.650,100.00,100.9239,-0.5346,12.0000
9.660,100.00,100.5308,-0.9239,8.1271
9.670,100.00,100.9202,-0.5308,12.0000
9.680,100.00,100.5271,-0.9202,8.1264
9.690,100.00,100.9165,-0.5271,12.0000
9.700,100.00,100.5234,-0.9165,8.1258
9.710,100.00,100.9129,-0.5234,12.0000
9.720,100.00,100.5197,-0.9129,8.1251
9.730,100.00,100.9093,-0.5197,12.0000
9.740,100.00,100.5160,-0.9093,8.1245
9.750,100.00,100.9057,-0.5160,12.0000
9.760,100.00,100.5123,-0.9057,8.1239
9.770,100.00,100.9021,-0.5123,12.0000
9.780,100.00,100.5087,-0.9021,8.1232
9.790,100.00,100.8985,-0.5087,12.0000
9.800,100.00,100.5051,-0.8985,8.1226
9.810,100.00,100.8950,-0.5051,12.0000
9.820,100.00,100.5015,-0.8950,8.1220
9.830,100.00,100.8914,-0.5015,12.0000
9.840,100.00,100.4979,-0.8914,8.1214
9.850,100.00,100.8879,-0.4979,12.0000
9.860,100.00,100.4943,-0.8879,8.1207
9.870,100.00,100.8844,-0.4943,12.0000
9.880,100.00,100.4908,-0.8844,8.1201
9.890,100.00,100.8810,-0.4908,12.0000
9.900,100.00,100.4872,-0.8810,8.1195
9.910,100.00,100.8775,-0.4872,12.0000
9.920,100.00,100.4837,-0.8775,8.1189
9.930,100.00,100.8741,-0.4837,12.0000
9.940,100.00,100.4802,-0.8741,8.1183
9.950,100.00,100.8706,-0.4802,12.0000
9.960,100.00,100.4768,-0.8706,8.1177
9.970,100.00,100.8672,-0.4768,12.0000
9.980,100.00,100.4733,-0.8672,8.1171
9.990,100.00,100.8638,-0.4733,12.0000
